FRAME;time.TIME;in_chassis_acceleration.longitudinal;in_chassis_velocity.pitch;cueing_velocity.pitch;cueing_acceleration.longitudinal;cueing_position.pitch;cueing_position.longitudinal;OUT5_XY;OUT6_XY;in_chassis_acceleration.lateral;in_chassis_velocity.roll;cueing_velocity.roll;cueing_acceleration.lateral;cueing_position.roll;cueing_position.lateral;OUT5_XY;OUT6_XY;chassis_velocity.yaw;IN2_ZA;in_cueing_velocity.yaw;cueing_position.yaw;OUT3_ZA;in_chassis_acceleration.vertical;IN2_ZV;cueing_acceleration.vertical;cueing_position.vertical;OUT3_ZV;CYCLE_MICROSECS_YX;CYCLE_MICROSECS_XY;CYCLE_MICROSECS_ZA;CYCLE_MICROSECS_ZV;TOT_TIME;cueing_position.longitudinalHP;cueing_position.longitudinalLP;cueing_position.lateralHP;cueing_position.lateralLP;cueing_position.yawHP;cueing_position.yawLP;actual_velocity.x;actual_velocity.y;actual_velocity.z;actual_velocity.yaw;actual_velocity.pitch;actual_velocity.roll;actual_acc.x;actual_acc.y;actual_acc.z;actual_acc.yaw;actual_acc.pitch;actual_acc.roll;status_xy;status_yx;status_za;status_zv;actT1_lenght;actT1_pos.X;actT1_pos.Y;actT1_pos.Z;actT1_pos.YAW;actT1_pos.PITCH;actT1_pos.ROLL;actT1_pos.PSI;actT1_pos.THETA;actT1_pos.PHI;actT2_lenght;actT2_pos.X;actT2_pos.Y;actT2_pos.Z;actT2_pos.YAW;actT2_pos.PITCH;actT2_pos.ROLL;actT2_pos.PSI;actT2_pos.THETA;actT2_pos.PHI;actT3_lenght;actT3_pos.X;actT3_pos.Y;actT3_pos.Z;actT3_pos.YAW;actT3_pos.PITCH;actT3_pos.ROLL;actT3_pos.PSI;actT3_pos.THETA;actT3_pos.PHI;actH1_lenght;actH1_pos.Xtop;actH1_pos.Ytop;actH1_pos.Ztop;actH1_pos.Xbottom;actH1_pos.Ybottom;actH1_pos.Zbottom;actH1_pos.YAW;actH1_pos.PITCH;actH1_pos.ROLL;actH1_pos.PSI;actH1_pos.THETA;actH1_pos.PHI;actH2_lenght;actH2_pos.Xtop;actH2_pos.Ytop;actH2_pos.Ztop;actH2_pos.Xbottom;actH2_pos.Ybottom;actH2_pos.Zbottom;actH2_pos.YAW;actH2_pos.PITCH;actH2_pos.ROLL;actH2_pos.PSI;actH2_pos.THETA;actH2_pos.PHI;actH3_lenght;actH3_pos.Xtop;actH3_pos.Ytop;actH3_pos.Ztop;actH3_pos.Xbottom;actH3_pos.Ybottom;actH3_pos.Zbottom;actH3_pos.YAW;actH3_pos.PITCH;actH3_pos.ROLL;actH3_pos.PSI;actH3_pos.THETA;actH3_pos.PHI;actH4_lenght;actH4_pos.Xtop;actH4_pos.Ytop;actH4_pos.Ztop;actH4_pos.Xbottom;actH4_pos.Ybottom;actH4_pos.Zbottom;actH4_pos.YAW;actH4_pos.PITCH;actH4_pos.ROLL;actH4_pos.PSI;actH4_pos.THETA;actH4_pos.PHI;actH5_lenght;actH5_pos.Xtop;actH5_pos.Ytop;actH5_pos.Ztop;actH5_pos.Xbottom;actH5_pos.Ybottom;actH5_pos.Zbottom;actH5_pos.YAW;actH5_pos.PITCH;actH5_pos.ROLL;actH5_pos.PSI;actH5_pos.THETA;actH5_pos.PHI;actH6_lenght;actH6_pos.Xtop;actH6_pos.Ytop;actH6_pos.Ztop;actH6_pos.Xbottom;actH6_pos.Ybottom;actH6_pos.Zbottom;actH6_pos.YAW;actH6_pos.PITCH;actH6_pos.ROLL;actH6_pos.PSI;actH6_pos.THETA;actH6_pos.PHI;actH1_pos.PSIs;actH1_pos.THETAs;actH1_pos.PHIs;actH2_pos.PSIs;actH2_pos.THETAs;actH2_pos.PHIs;actH3_pos.PSIs;actH3_pos.THETAs;actH3_pos.PHIs;actH4_pos.PSIs;actH4_pos.THETAs;actH4_pos.PHIs;actH5_pos.PSIs;actH5_pos.THETAs;actH5_pos.PHIs;actH6_pos.PSIs;actH6_pos.THETAs;actH6_pos.PHIs;TripFrame.PSI;TripFrame.THETA;TripFrame.PHI;HexFrame.PSI;HexFrame.THETA;HexFrame.PHI;cueing_position.longitudinalinv;cueing_position.longitudinalHPinv;cueing_position.longitudinalLPinv;cueing_position.yawinv;cueing_position.yawHPinv;cueing_position.yawLPinv;cueing_position.lateralinv;cueing_position.lateralHPinv;cueing_position.lateralLPinv;actT1_pos.Xextern;actT1_pos.Yextern;actT1_pos.Zextern;actT2_pos.Xextern;actT2_pos.Yextern;actT2_pos.Zextern;actT3_pos.Xextern;actT3_pos.Yextern;actT3_pos.Zextern
1031;5.15;-0.00281625;0.00610891;0.0355237;0.0235237;-0.0530023;4.59604;-0.623046;0.0393372;2.19218e-006;-8.24197e-007;1.90401e-006;2.62083e-005;-8.2377e-007;-0.00113133;-0.00035422;1.83865e-006;-1.35501e-007;1030;1.11144e-006;-6.81769e-006;-7.64271e-008;4.30678e-005;1030;0.00118594;-0.00721251;0.0159316;549.023;799.973;198.461;198.078;1753.58;-0.0478916;4.64393;-2.79467e-005;-0.0011036;-2.33324e-006;-4.48445e-006;-0.623031;-0.000349871;0.0159316;-7.64271e-008;0.0393372;1.83865e-006;-0.213008;1.97614e-005;0.00302816;0;0;0;0;0;0;0;1.15879;-4.69182;0.195181;-0.381;2.5973;0;0;2.5973;0;0;1.24172;-4.52372;-0.0959771;-0.381;0.504328;0;0;0.504328;0;0;1.20093;-4.85992;-0.0959764;-0.381;-1.53091;0;0;-1.53091;0;0;1.42097;-4.88624;0.754504;1.48368;-4.11575;1.16629;0.363;0.490823;0.90865;0;2.06162;0.90865;-1.5708;1.4061;-3.79941;0.126126;1.42602;-3.89892;1.0411;0.363;1.67914;0.857196;0;-3.03325;0.857196;-1.5708;1.40613;-3.79941;-0.123874;1.42602;-3.89893;-1.0389;0.363;4.60405;0.857169;0;-0.108342;0.857169;-1.5708;1.42099;-4.88625;-0.752237;1.48368;-4.11576;-1.16409;0.363;5.7923;0.908633;0;1.07991;0.908633;-1.5708;1.48276;-5.10245;-0.627236;1.49515;-5.9171;-0.124076;0.363;2.5883;0.868783;0;-2.12409;0.868783;-1.5708;1.48278;-5.10245;0.629505;1.49515;-5.9171;0.126294;0.363;3.69493;0.868766;0;-1.01746;0.868766;-1.5708;2.06162;0.90865;-1.5708;-3.03325;0.857196;-1.5708;-0.108342;0.857169;-1.5708;1.07991;0.908633;-1.5708;-2.12409;0.868783;-1.5708;-1.01746;0.868766;-1.5708;-4.48445e-006;0;0;1.57077;0.0530023;-1.57078;-4.59604;0.0478916;-4.64393;6.81769e-006;2.33324e-006;4.48445e-006;0.00113133;2.79467e-005;0.0011036;-5.68315;0.795213;-0.381;-3.43659;0.504046;-0.381;-4.81203;-1.29595;-0.381
1032;5.155;-0.0027588;0.00610466;0.0353649;0.0243285;-0.0528062;4.59292;-0.624097;0.039212;4.7307e-007;-8.16104e-007;1.84368e-006;1.79099e-005;-8.1487e-007;-0.00113308;-0.000354028;1.78009e-006;-5.44822e-008;1031;1.19131e-006;-6.81767e-006;4.40882e-009;4.31149e-005;1031;0.00114731;-0.00713282;0.0159465;542.893;812.616;209.188;198.078;1771.2;-0.047996;4.64091;-2.79536e-005;-0.00110535;-2.32432e-006;-4.49335e-006;-0.624082;-0.000349825;0.0159465;4.40882e-009;0.039212;1.78009e-006;-0.210198;9.30678e-006;0.00297984;0;0;0;0;0;0;0;1.1587;-4.68891;0.195183;-0.381;2.59726;0;0;2.59726;0;0;1.24181;-4.52081;-0.0959754;-0.381;0.504287;0;0;0.504287;0;0;1.20093;-4.85701;-0.0959746;-0.381;-1.53082;0;0;-1.53082;0;0;1.42093;-4.88313;0.754506;1.48371;-4.11274;1.16629;0.363;0.490878;0.90871;0;2.06167;0.90871;-1.5708;1.40628;-3.79628;0.126128;1.42626;-3.89591;1.04111;0.363;1.67926;0.8573;0;-3.03313;0.8573;-1.5708;1.40632;-3.79628;-0.123872;1.42626;-3.89592;-1.0389;0.363;4.60393;0.857272;0;-0.108463;0.857272;-1.5708;1.42095;-4.88314;-0.752235;1.48371;-4.11275;-1.16409;0.363;5.79224;0.908693;0;1.07985;0.908693;-1.5708;1.4828;-5.09934;-0.627234;1.49513;-5.91408;-0.124074;0.363;2.58835;0.868731;0;-2.12404;0.868731;-1.5708;1.48282;-5.09933;0.629507;1.49513;-5.91408;0.126296;0.363;3.69487;0.868714;0;-1.01752;0.868714;-1.5708;2.06167;0.90871;-1.5708;-3.03313;0.8573;-1.5708;-0.108463;0.857272;-1.5708;1.07985;0.908693;-1.5708;-2.12404;0.868731;-1.5708;-1.01752;0.868714;-1.5708;-4.49335e-006;0;0;1.57077;0.0528062;-1.57078;-4.59292;0.047996;-4.64091;6.81767e-006;2.32432e-006;4.49335e-006;0.00113308;2.79536e-005;0.00110535;-5.68014;0.795215;-0.381;-3.43358;0.504047;-0.381;-4.80902;-1.29595;-0.381
1033;5.16;-0.00270189;0.00610046;0.0352067;0.0251167;-0.0526108;4.58979;-0.625133;0.0390871;1.74023e-006;-8.0754e-007;1.76976e-006;2.10373e-005;-8.0633e-007;-0.00113483;-0.00035404;1.70789e-006;4.91042e-008;1032;1.2914e-006;-6.81714e-006;1.0555e-007;4.32445e-005;1032;0.00110944;-0.00705305;0.0159612;541.361;785.414;197.311;215.318;1747.07;-0.0480991;4.63789;-2.79599e-005;-0.00110709;-2.31516e-006;-4.50198e-006;-0.62512;-0.000349759;0.0159612;1.0555e-007;0.0390871;1.70789e-006;-0.207414;1.31321e-005;0.00293245;0;0;0;0;0;0;0;1.15861;-4.68599;0.195185;-0.381;2.59721;0;0;2.59721;0;0;1.2419;-4.51789;-0.0959736;-0.381;0.504247;0;0;0.504247;0;0;1.20094;-4.85409;-0.0959729;-0.381;-1.53074;0;0;-1.53074;0;0;1.4209;-4.88001;0.754507;1.48373;-4.10972;1.16629;0.363;0.490932;0.908769;0;2.06173;0.908769;-1.5708;1.40647;-3.79315;0.126129;1.4265;-3.89289;1.04111;0.363;1.67938;0.857403;0;-3.03301;0.857403;-1.5708;1.4065;-3.79315;-0.123871;1.4265;-3.8929;-1.0389;0.363;4.60381;0.857375;0;-0.108584;0.857375;-1.5708;1.42092;-4.88002;-0.752234;1.48373;-4.10973;-1.16408;0.363;5.79219;0.908752;0;1.0798;0.908752;-1.5708;1.48284;-5.09622;-0.627232;1.49511;-5.91106;-0.124072;0.363;2.58841;0.86868;0;-2.12398;0.86868;-1.5708;1.48286;-5.09622;0.629509;1.49512;-5.91106;0.126298;0.363;3.69482;0.868663;0;-1.01757;0.868663;-1.5708;2.06173;0.908769;-1.5708;-3.03301;0.857403;-1.5708;-0.108584;0.857375;-1.5708;1.0798;0.908752;-1.5708;-2.12398;0.86868;-1.5708;-1.01757;0.868663;-1.5708;-4.50198e-006;0;0;1.57077;0.0526108;-1.57078;-4.58979;0.0480991;-4.63789;6.81714e-006;2.31516e-006;4.50198e-006;0.00113483;2.79599e-005;0.00110709;-5.67712;0.795217;-0.381;-3.43056;0.504049;-0.381;-4.806;-1.29594;-0.381
1034;5.165;-0.00264548;0.00609632;0.0350489;0.0258886;-0.052416;4.58667;-0.626157;0.0389625;1.84131e-006;-7.99616e-007;1.70885e-006;2.83926e-005;-7.98087e-007;-0.00113658;-0.000353962;1.64863e-006;1.29393e-007;1033;1.37513e-006;-6.81619e-006;1.90415e-007;4.36815e-005;1033;0.00107358;-0.00697321;0.0159756;534.465;791.161;197.694;191.948;1722.55;-0.0482009;4.63487;-2.79653e-005;-0.00110883;-2.30587e-006;-4.51032e-006;-0.626143;-0.000349648;0.0159756;1.90415e-007;0.0389625;1.64863e-006;-0.204656;2.22479e-005;0.00288754;0;0;0;0;0;0;0;1.15852;-4.68307;0.195186;-0.381;2.59716;0;0;2.59716;0;0;1.24199;-4.51497;-0.0959719;-0.381;0.504208;0;0;0.504208;0;0;1.20094;-4.85117;-0.0959711;-0.381;-1.53065;0;0;-1.53065;0;0;1.42086;-4.87688;0.754509;1.48375;-4.10669;1.1663;0.363;0.490985;0.908827;0;2.06178;0.908827;-1.5708;1.40666;-3.79001;0.126131;1.42673;-3.88986;1.04111;0.363;1.6795;0.857506;0;-3.03289;0.857506;-1.5708;1.40669;-3.79001;-0.123869;1.42673;-3.88987;-1.0389;0.363;4.60369;0.857478;0;-0.108702;0.857478;-1.5708;1.42088;-4.87689;-0.752232;1.48375;-4.1067;-1.16408;0.363;5.79213;0.90881;0;1.07975;0.90881;-1.5708;1.48288;-5.0931;-0.62723;1.4951;-5.90804;-0.12407;0.363;2.58846;0.868629;0;-2.12393;0.868629;-1.5708;1.4829;-5.09309;0.62951;1.4951;-5.90804;0.1263;0.363;3.69477;0.868613;0;-1.01762;0.868613;-1.5708;2.06178;0.908827;-1.5708;-3.03289;0.857506;-1.5708;-0.108702;0.857478;-1.5708;1.07975;0.90881;-1.5708;-2.12393;0.868629;-1.5708;-1.01762;0.868613;-1.5708;-4.51032e-006;0;0;1.57077;0.052416;-1.57078;-4.58667;0.0482009;-4.63487;6.81619e-006;2.30587e-006;4.51032e-006;0.00113658;2.79653e-005;0.00110883;-5.67409;0.795219;-0.381;-3.42753;0.504051;-0.381;-4.80297;-1.29594;-0.381
1035;5.17;-0.00258958;0.00609224;0.0348916;0.0266444;-0.0522218;4.58353;-0.627166;0.0388382;1.09106e-006;-7.92217e-007;1.64434e-006;1.77636e-005;-7.90159e-007;-0.00113833;-0.000353812;1.58572e-006;2.26026e-007;1034;1.46459e-006;-6.81479e-006;2.81088e-007;4.43158e-005;1034;0.00103983;-0.00689329;0.0159898;526.802;775.069;194.629;207.656;1712.59;-0.0483014;4.63183;-2.79702e-005;-0.00111058;-2.29641e-006;-4.51838e-006;-0.627152;-0.000349604;0.0159898;2.81088e-007;0.0388382;1.58572e-006;-0.201924;8.89088e-006;0.00284525;0;0;0;0;0;0;0;1.15844;-4.68014;0.195188;-0.381;2.59712;0;0;2.59712;0;0;1.24208;-4.51204;-0.0959701;-0.381;0.504169;0;0;0.504169;0;0;1.20094;-4.84824;-0.0959694;-0.381;-1.53057;0;0;-1.53057;0;0;1.42083;-4.87375;0.754511;1.48378;-4.10366;1.1663;0.363;0.491038;0.908885;0;2.06183;0.908885;-1.5708;1.40684;-3.78687;0.126133;1.42697;-3.88683;1.04111;0.363;1.67961;0.857609;0;-3.03278;0.857609;-1.5708;1.40687;-3.78687;-0.123867;1.42697;-3.88684;-1.0389;0.363;4.60357;0.857581;0;-0.10882;0.857581;-1.5708;1.42085;-4.87376;-0.75223;1.48378;-4.10367;-1.16408;0.363;5.79208;0.908868;0;1.07969;0.908868;-1.5708;1.48292;-5.08997;-0.627229;1.49508;-5.905;-0.124069;0.363;2.58851;0.86858;0;-2.12388;0.86858;-1.5708;1.48294;-5.08996;0.629512;1.49508;-5.905;0.126301;0.363;3.69471;0.868563;0;-1.01768;0.868563;-1.5708;2.06183;0.908885;-1.5708;-3.03278;0.857609;-1.5708;-0.10882;0.857581;-1.5708;1.07969;0.908868;-1.5708;-2.12388;0.86858;-1.5708;-1.01768;0.868563;-1.5708;-4.51838e-006;0;0;1.57077;0.0522218;-1.57078;-4.58353;0.0483014;-4.63183;6.81479e-006;2.29641e-006;4.51838e-006;0.00113833;2.79702e-005;0.00111058;-5.67106;0.79522;-0.381;-3.4245;0.504053;-0.381;-4.79994;-1.29594;-0.381
1036;5.175;-0.0025342;0.00608821;0.0347348;0.0273843;-0.0520282;4.58039;-0.628162;0.0387143;2.97123e-006;-7.84405e-007;1.57849e-006;3.41388e-005;-7.82552e-007;-0.00114008;-0.00035384;1.5214e-006;3.22896e-007;1035;1.56525e-006;-6.81287e-006;3.83053e-007;4.50902e-005;1035;0.00100644;-0.00681331;0.0160038;548.257;827.175;223.747;210.721;1819.1;-0.0484007;4.6288;-2.79743e-005;-0.00111232;-2.28672e-006;-4.52615e-006;-0.628149;-0.000349457;0.0160038;3.83053e-007;0.0387143;1.5214e-006;-0.199217;2.92857e-005;0.00280339;0;0;0;0;0;0;0;1.15835;-4.6772;0.19519;-0.381;2.59707;0;0;2.59707;0;0;1.24217;-4.5091;-0.0959684;-0.381;0.50413;0;0;0.50413;0;0;1.20095;-4.8453;-0.0959677;-0.381;-1.53049;0;0;-1.53049;0;0;1.4208;-4.87062;0.754513;1.4838;-4.10062;1.1663;0.363;0.49109;0.908943;0;2.06189;0.908943;-1.5708;1.40703;-3.78372;0.126135;1.4272;-3.88379;1.04111;0.363;1.67973;0.857711;0;-3.03266;0.857711;-1.5708;1.40706;-3.78373;-0.123865;1.4272;-3.8838;-1.0389;0.363;4.60345;0.857683;0;-0.108936;0.857683;-1.5708;1.42081;-4.87063;-0.752228;1.4838;-4.10063;-1.16408;0.363;5.79203;0.908925;0;1.07964;0.908925;-1.5708;1.48296;-5.08684;-0.627227;1.49506;-5.90197;-0.124067;0.363;2.58856;0.86853;0;-2.12382;0.86853;-1.5708;1.48298;-5.08683;0.629514;1.49506;-5.90196;0.126303;0.363;3.69466;0.868514;0;-1.01773;0.868514;-1.5708;2.06189;0.908943;-1.5708;-3.03266;0.857711;-1.5708;-0.108936;0.857683;-1.5708;1.07964;0.908925;-1.5708;-2.12382;0.86853;-1.5708;-1.01773;0.868514;-1.5708;-4.52615e-006;0;0;1.57077;0.0520282;-1.57078;-4.58039;0.0484007;-4.6288;6.81287e-006;2.28672e-006;4.52615e-006;0.00114008;2.79743e-005;0.00111232;-5.66802;0.795222;-0.381;-3.42146;0.504054;-0.381;-4.7969;-1.29594;-0.381
1037;5.18;-0.00247929;0.00608425;0.0345784;0.0281087;-0.0518353;4.57725;-0.629145;0.0385906;9.87218e-007;-7.77892e-007;1.52423e-006;2.04964e-005;-7.75209e-007;-0.00114182;-0.000353597;1.46862e-006;4.03059e-007;1036;1.64117e-006;-6.81057e-006;4.60367e-007;4.6188e-005;1036;0.000976007;-0.00673326;0.0160177;560.517;803.038;203.441;196.545;1772.35;-0.0484987;4.62575;-2.79776e-005;-0.00111407;-2.27693e-006;-4.53364e-006;-0.629131;-0.000349396;0.0160177;4.60367e-007;0.0385906;1.46862e-006;-0.196536;1.21719e-005;0.00276521;0;0;0;0;0;0;0;1.15827;-4.67425;0.195192;-0.381;2.59703;0;0;2.59703;0;0;1.24225;-4.50615;-0.0959667;-0.381;0.504092;0;0;0.504092;0;0;1.20095;-4.84235;-0.0959659;-0.381;-1.53041;0;0;-1.53041;0;0;1.42076;-4.86748;0.754514;1.48382;-4.09757;1.1663;0.363;0.491141;0.908999;0;2.06194;0.908999;-1.5708;1.40721;-3.78057;0.126136;1.42743;-3.88075;1.04112;0.363;1.67984;0.857814;0;-3.03254;0.857814;-1.5708;1.40724;-3.78058;-0.123864;1.42743;-3.88076;-1.03889;0.363;4.60334;0.857786;0;-0.10905;0.857786;-1.5708;1.42078;-4.86749;-0.752227;1.48382;-4.09758;-1.16408;0.363;5.79198;0.908982;0;1.07959;0.908982;-1.5708;1.48299;-5.0837;-0.627225;1.49504;-5.89892;-0.124065;0.363;2.58862;0.868482;0;-2.12377;0.868482;-1.5708;1.48302;-5.08369;0.629516;1.49504;-5.89892;0.126305;0.363;3.69461;0.868465;0;-1.01778;0.868465;-1.5708;2.06194;0.908999;-1.5708;-3.03254;0.857814;-1.5708;-0.10905;0.857786;-1.5708;1.07959;0.908982;-1.5708;-2.12377;0.868482;-1.5708;-1.01778;0.868465;-1.5708;-4.53364e-006;0;0;1.57077;0.0518353;-1.57078;-4.57725;0.0484987;-4.62575;6.81057e-006;2.27693e-006;4.53364e-006;0.00114182;2.79776e-005;0.00111407;-5.66498;0.795224;-0.381;-3.41842;0.504056;-0.381;-4.79386;-1.29594;-0.381
1038;5.185;-0.00242489;0.00608033;0.0344223;0.0288176;-0.0516429;4.5741;-0.630114;0.0384672;3.10398e-006;-7.70611e-007;1.4574e-006;3.19861e-005;-7.68193e-007;-0.00114357;-0.000353627;1.40321e-006;5.0693e-007;1037;1.74335e-006;-6.80775e-006;5.64006e-007;4.73176e-005;1037;0.000945427;-0.00665313;0.0160313;557.836;798.057;203.058;199.993;1766.99;-0.0485955;4.6227;-2.79804e-005;-0.00111581;-2.26691e-006;-4.54084e-006;-0.630101;-0.000349264;0.0160313;5.64006e-007;0.0384672;1.40321e-006;-0.193879;2.64674e-005;0.00272682;0;0;0;0;0;0;0;1.15818;-4.67129;0.195193;-0.381;2.59699;0;0;2.59699;0;0;1.24234;-4.50319;-0.0959649;-0.381;0.504054;0;0;0.504054;0;0;1.20096;-4.83939;-0.0959642;-0.381;-1.53033;0;0;-1.53033;0;0;1.42073;-4.86433;0.754516;1.48385;-4.09452;1.1663;0.363;0.491192;0.909056;0;2.06199;0.909056;-1.5708;1.40739;-3.77742;0.126138;1.42767;-3.8777;1.04112;0.363;1.67996;0.857916;0;-3.03243;0.857916;-1.5708;1.40743;-3.77742;-0.123862;1.42767;-3.87771;-1.03889;0.363;4.60323;0.857888;0;-0.109163;0.857888;-1.5708;1.42075;-4.86434;-0.752225;1.48385;-4.09453;-1.16408;0.363;5.79193;0.909039;0;1.07954;0.909039;-1.5708;1.48303;-5.08056;-0.627223;1.49502;-5.89587;-0.124063;0.363;2.58867;0.868434;0;-2.12372;0.868434;-1.5708;1.48305;-5.08055;0.629517;1.49503;-5.89587;0.126307;0.363;3.69456;0.868418;0;-1.01783;0.868418;-1.5708;2.06199;0.909056;-1.5708;-3.03243;0.857916;-1.5708;-0.109163;0.857888;-1.5708;1.07954;0.909039;-1.5708;-2.12372;0.868434;-1.5708;-1.01783;0.868418;-1.5708;-4.54084e-006;0;0;1.57077;0.0516429;-1.57078;-4.5741;0.0485955;-4.6227;6.80775e-006;2.26691e-006;4.54084e-006;0.00114357;2.79804e-005;0.00111581;-5.66193;0.795226;-0.381;-3.41537;0.504058;-0.381;-4.7908;-1.29594;-0.381
1039;5.19;-0.00237096;0.00607647;0.0342667;0.0295113;-0.0514512;4.57095;-0.63107;0.038344;2.08258e-006;-7.64394e-007;1.40805e-006;3.07636e-005;-7.61416e-007;-0.00114532;-0.000353428;1.35521e-006;5.88437e-007;1038;1.82578e-006;-6.80451e-006;6.48006e-007;4.87666e-005;1038;0.000917111;-0.00657294;0.0160448;557.069;781.966;206.123;195.396;1748.22;-0.048691;4.61964;-2.79823e-005;-0.00111756;-2.25676e-006;-4.54775e-006;-0.631057;-0.000349139;0.0160448;6.48006e-007;0.038344;1.35521e-006;-0.191247;2.48831e-005;0.00269124;0;0;0;0;0;0;0;1.1581;-4.66833;0.195195;-0.381;2.59694;0;0;2.59694;0;0;1.24242;-4.50023;-0.0959632;-0.381;0.504017;0;0;0.504017;0;0;1.20096;-4.83643;-0.0959624;-0.381;-1.53025;0;0;-1.53025;0;0;1.4207;-4.86118;0.754518;1.48387;-4.09147;1.1663;0.363;0.491242;0.909112;0;2.06204;0.909112;-1.5708;1.40758;-3.77426;0.12614;1.4279;-3.87464;1.04112;0.363;1.68007;0.858018;0;-3.03232;0.858018;-1.5708;1.40761;-3.77426;-0.12386;1.4279;-3.87465;-1.03889;0.363;4.60311;0.85799;0;-0.109275;0.85799;-1.5708;1.42072;-4.86119;-0.752223;1.48387;-4.09148;-1.16407;0.363;5.79188;0.909095;0;1.07949;0.909095;-1.5708;1.48307;-5.07741;-0.627222;1.49501;-5.89281;-0.124062;0.363;2.58872;0.868387;0;-2.12367;0.868387;-1.5708;1.48309;-5.0774;0.629519;1.49501;-5.89281;0.126308;0.363;3.69451;0.868371;0;-1.01788;0.868371;-1.5708;2.06204;0.909112;-1.5708;-3.03232;0.858018;-1.5708;-0.109275;0.85799;-1.5708;1.07949;0.909095;-1.5708;-2.12367;0.868387;-1.5708;-1.01788;0.868371;-1.5708;-4.54775e-006;0;0;1.57077;0.0514512;-1.57078;-4.57095;0.048691;-4.61964;6.80451e-006;2.25676e-006;4.54775e-006;0.00114532;2.79823e-005;0.00111756;-5.65887;0.795227;-0.381;-3.41231;0.504059;-0.381;-4.78775;-1.29593;-0.381
1040;5.195;-0.0023175;0.00607266;0.0341115;0.0301901;-0.0512601;4.56779;-0.632013;0.0382211;2.34064e-006;-7.58084e-007;1.34943e-006;2.60716e-005;-7.54927e-007;-0.00114706;-0.000353316;1.2979e-006;6.89056e-007;1039;1.92028e-006;-6.80079e-006;7.44137e-007;5.02914e-005;1039;0.00088961;-0.00649269;0.016058;533.698;776.602;195.396;190.798;1704.16;-0.0487853;4.61658;-2.79837e-005;-0.0011193;-2.24641e-006;-4.55438e-006;-0.632;-0.000349045;0.016058;7.44137e-007;0.0382211;1.2979e-006;-0.188639;1.89637e-005;0.00265667;0;0;0;0;0;0;0;1.15802;-4.66536;0.195197;-0.381;2.5969;0;0;2.5969;0;0;1.2425;-4.49726;-0.0959614;-0.381;0.50398;0;0;0.50398;0;0;1.20096;-4.83346;-0.0959607;-0.381;-1.53017;0;0;-1.53017;0;0;1.42067;-4.85803;0.754519;1.4839;-4.0884;1.16631;0.363;0.491292;0.909167;0;2.06209;0.909167;-1.5708;1.40776;-3.77109;0.126142;1.42813;-3.87158;1.04112;0.363;1.68018;0.85812;0;-3.03221;0.85812;-1.5708;1.40779;-3.77109;-0.123858;1.42813;-3.87159;-1.03889;0.363;4.603;0.858092;0;-0.109385;0.858092;-1.5708;1.42069;-4.85804;-0.752221;1.4839;-4.08841;-1.16407;0.363;5.79183;0.90915;0;1.07944;0.90915;-1.5708;1.4831;-5.07426;-0.62722;1.49499;-5.88975;-0.12406;0.363;2.58876;0.868341;0;-2.12362;0.868341;-1.5708;1.48313;-5.07425;0.629521;1.49499;-5.88975;0.12631;0.363;3.69446;0.868324;0;-1.01793;0.868324;-1.5708;2.06209;0.909167;-1.5708;-3.03221;0.85812;-1.5708;-0.109385;0.858092;-1.5708;1.07944;0.90915;-1.5708;-2.12362;0.868341;-1.5708;-1.01793;0.868324;-1.5708;-4.55438e-006;0;0;1.57077;0.0512601;-1.57078;-4.56779;0.0487853;-4.61658;6.80079e-006;2.24641e-006;4.55438e-006;0.00114706;2.79837e-005;0.0011193;-5.65581;0.795229;-0.381;-3.40925;0.504061;-0.381;-4.78468;-1.29593;-0.381
